CensusTract,LILATracts_1And10,LILATracts_halfAnd10,LILATracts_1And20,LowIncomeTracts,PovertyRate,TractLOWI,Population,County
42029306501,0,0,0,0,3.6,201,5593,Cambria County
42029306503,0,0,0,0,12.2,987,8058,Cambria County
42029306504,0,0,0,0,10.7,1052,9853,Cambria County
42029306600,0,0,0,0,1.5,148,10206,Cambria County
42029306700,0,0,0,0,5.4,566,10495,Cambria County
42029306800,0,0,0,0,5,304,6033,Cambria County
42029306900,0,0,0,0,4.8,609,12720,Cambria County
42029307000,0,0,0,0,14.5,1480,10178,Cambria County
42029307100,0,0,0,0,8.5,539,6349,Cambria County
42029307200,0,0,0,0,8,254,3175,Cambria County
42029307300,0,0,0,0,7.9,920,11593,Cambria County
42029307400,0,0,0,0,8.2,966,11834,Cambria County
42029307700,0,0,0,0,5,535,10766,Cambria County
42029307800,0,0,0,0,4,625,15582,Cambria County
42029307900,0,0,0,0,11.2,729,6528,Cambria County
42029308000,0,1,0,1,16.1,1888,11728,Cambria County
42029308101,0,0,0,0,7,540,7739,Cambria County
42029308102,0,0,0,0,1.9,726,37285,Cambria County
42029308200,1,1,1,1,9.8,801,8154,Cambria County
42029310400,0,1,0,1,37.5,6,16,Cambria County
42029311000,0,0,0,0,8.6,800,9339,Cambria County
42029311100,0,0,0,0,4.8,377,7866,Cambria County
42029311200,0,0,0,0,5.7,235,4144,Cambria County
42029311300,0,0,0,0,3.4,235,6957,Cambria County
42029311401,0,0,0,0,13.1,1722,13145,Cambria County
42029311403,0,0,0,0,4.5,333,7466,Cambria County
42029311404,0,0,0,0,7,820,11677,Cambria County
42029311500,0,0,0,0,4.7,530,11347,Cambria County
42029311600,1,1,1,1,17.5,969,5525,Cambria County
42029311700,0,0,0,0,5.7,2564,45237,Cambria County
42029311800,0,0,0,0,8.3,1064,12818,Cambria County
42031160101,0,0,0,0,12.8,430,3349,Cambria County
42031160102,1,1,1,1,23.1,2127,9209,Cambria County
42031160200,1,1,0,1,17.9,1434,8030,Cambria County
42031160300,0,0,0,1,7.6,1313,17370,Cambria County
42031160400,0,0,0,1,11.9,1196,10093,Cambria County
42031160500,0,0,0,1,11.8,1182,10018,Cambria County
42031160600,1,1,1,1,28.5,2142,7522,Cambria County
42031160700,0,0,0,1,19.7,1740,8811,Cambria County
42031160800,0,0,0,1,11.6,1051,9028,Cambria County
42031160900,0,0,0,1,10.3,1199,11652,Cambria County
42033330100,0,0,0,0,14.4,1584,10989,Cambria County
42033330200,0,1,0,1,13.3,1255,9418,Cambria County
42033330300,0,1,0,1,18.2,1672,9169,Cambria County
42033330400,0,0,0,0,4.9,1378,28083,Cambria County
42033330500,1,1,0,1,20.1,1884,9357,Cambria County
42033330600,1,1,1,1,13.9,860,6197,Cambria County
42033330700,0,0,0,0,14.3,674,4701,Cambria County
42033330800,0,0,0,0,16.9,2715,16049,Cambria County
42033330900,0,0,0,1,20.2,1664,8250,Cambria County
42033331000,0,0,0,1,14.8,1956,13255,Cambria County
42033331100,1,1,1,1,13,1257,9686,Cambria County
42033331200,0,1,0,1,15.8,1072,6795,Cambria County
42033331300,0,0,0,0,11.8,1577,13358,Cambria County
42033331401,0,0,0,1,14.4,1228,8519,Cambria County
42033331402,0,0,0,1,17.1,1313,7663,Cambria County
42033331500,1,1,0,1,14.9,830,5555,Cambria County
42033331600,0,0,0,1,18.7,855,4573,Cambria County
42033331700,0,0,0,1,11.2,1459,13046,Cambria County
42033331800,0,0,0,1,12.4,998,8024,Cambria County
42033331900,1,1,0,1,19.9,920,4614,Cambria County
42035030100,0,0,0,1,21.3,1320,6187,Cambria County
42035030200,0,0,0,1,15.4,1761,11428,Cambria County
42035030300,0,0,0,0,4.6,906,19904,Cambria County
42035030400,0,0,0,0,6.6,1170,17692,Cambria County
42035030500,0,0,0,0,8.8,1004,11436,Cambria County
42035030600,0,0,0,1,50.7,1647,3250,Cambria County
42035030700,1,1,1,1,32.8,2939,8949,Cambria County
42035030800,0,0,0,0,11,1136,10373,Cambria County
42035030900,0,0,0,0,16.9,1568,9296,Cambria County
42037050100,0,0,0,0,9.3,1712,18401,Cambria County
42037050200,0,0,0,0,9.8,1661,16967,Cambria County
42037050300,0,0,0,0,10.5,1174,11222,Cambria County
42037050400,0,0,0,0,5.3,744,13932,Cambria County
42037050500,0,0,0,0,9.3,1098,11785,Cambria County
42037050600,0,1,0,1,19.4,2328,12014,Cambria County
42037050700,0,1,0,1,24.2,2180,9001,Cambria County
42037050800,1,1,1,1,11.5,1037,9025,Cambria County
42037050900,0,0,0,0,8.4,767,9136,Cambria County
42037051000,0,1,0,1,9.1,963,10568,Cambria County
42037051100,0,1,0,1,46.1,2121,4603,Cambria County
42037051200,0,1,0,1,27.6,2204,7987,Cambria County
42037051300,0,0,0,0,13.8,1120,8087,Cambria County
42037051400,0,0,0,0,4.4,529,11933,Cambria County
42037051500,0,0,0,0,7.3,1263,17278,Cambria County
42039110100,0,0,0,1,19.9,3360,16903,Cambria County
42039110201,0,0,0,0,5.5,902,16529,Cambria County
42039110202,0,0,0,0,15.2,1228,8078,Cambria County
42039110300,0,0,0,1,15.1,1637,10821,Cambria County
42039110400,0,0,0,0,14.6,1149,7877,Cambria County
42039110501,0,0,0,0,5.8,566,9798,Cambria County
42039110502,0,0,0,0,10.3,847,8198,Cambria County
42039110600,0,0,0,0,7.5,492,6574,Cambria County
42039110700,0,0,0,0,9,1049,11701,Cambria County
42039110800,0,0,0,0,8.7,1599,18354,Cambria County
42039110900,1,1,0,1,12.2,1112,9121,Cambria County
42039111000,0,0,0,0,17.1,842,4938,Cambria County
42039111100,0,1,0,1,31.3,1549,4953,Cambria County
42039111200,0,1,0,1,18.7,995,5307,Cambria County
42039111300,0,0,0,0,8.2,1503,18304,Cambria County
42039111400,0,0,0,0,13.6,1281,9433,Cambria County
42039111500,1,1,1,1,21.7,2117,9744,Cambria County
42039111600,0,1,0,1,36,2695,7487,Cambria County
42039111700,0,0,0,0,12.4,732,5904,Cambria County
42039111800,0,0,0,0,8.3,1363,16486,Cambria County
42039111900,0,0,0,1,8.7,1223,14125,Cambria County
42039112001,0,0,0,1,11.1,645,5797,Cambria County
42039112002,0,0,0,1,7.7,373,4838,Cambria County
42041010100,1,1,1,1,12.6,2021,16088,Cambria County
42041010201,0,0,0,0,4.9,549,11170,Cambria County
42041010203,0,0,0,0,10.2,837,8181,Cambria County
42041010204,0,0,0,0,6.4,842,13146,Cambria County
42041010300,0,0,0,0,12.1,1130,9369,Cambria County
42041010400,0,0,0,0,0.9,276,30222,Cambria County
42041010500,0,0,0,0,13,993,7642,Cambria County
42041010600,0,0,0,0,4.1,1313,32343,Cambria County
42041010700,0,0,0,0,3.2,274,8451,Cambria County
42041010800,0,0,0,0,12.7,1149,9066,Cambria County
42041010900,0,0,0,0,2.3,463,20328,Cambria County
42041011002,0,1,0,1,11.9,868,7318,Cambria County
42041011101,0,0,0,0,2.5,529,20965,Cambria County
42041011102,0,1,0,1,9.3,1048,11321,Cambria County
42041011200,0,0,0,0,8.6,403,4661,Cambria County
42041011301,0,0,0,0,0.9,870,101163,Cambria County
42041011302,0,0,0,0,5.1,859,16909,Cambria County
42041011303,0,0,0,0,3.7,585,16000,Cambria County
42041011304,0,0,0,0,3.3,1054,32153,Cambria County
42041011305,0,0,0,0,3.1,974,31272,Cambria County
42041011400,0,1,0,1,7.2,1364,19061,Cambria County
42041011500,0,0,0,0,6.7,903,13420,Cambria County
42041011601,0,0,0,0,8.6,1620,18939,Cambria County
42041011602,0,0,0,0,1.7,354,20891,Cambria County
42041011605,0,0,0,0,6.1,737,12039,Cambria County
42041011700,0,0,0,0,1.5,538,34804,Cambria County
42041011801,0,0,0,0,5.9,1431,24061,Cambria County
42041011802,0,0,0,0,2.6,776,29436,Cambria County
42041011803,0,0,0,0,7.6,1653,21778,Cambria County
42041011901,0,0,0,0,6.6,551,8364,Cambria County
42041011902,0,0,0,0,5.9,1212,20463,Cambria County
42041012000,0,0,0,0,11.5,1113,9669,Cambria County
42041012100,0,0,0,1,22.2,1277,5748,Cambria County
42041012200,0,1,0,1,34.3,1051,3063,Cambria County
42041012300,1,1,1,1,30.7,822,2681,Cambria County
42041012400,0,0,0,0,6.3,1758,27992,Cambria County
42041012501,0,0,0,0,6.3,948,14994,Cambria County
42041012502,0,0,0,0,1.3,736,55464,Cambria County
42041012600,0,0,0,0,5.8,1225,21297,Cambria County
42041012701,0,0,0,0,1.3,730,57455,Cambria County
42041012702,0,0,0,0,9.2,1067,11638,Cambria County
42041012800,0,0,0,0,7.3,1694,23173,Cambria County
42041012900,0,0,0,1,9.3,551,5916,Cambria County
42041013000,0,0,0,0,8.9,1755,19629,Cambria County
42041013101,0,0,0,0,7.3,2880,39434,Cambria County
42041013102,1,1,1,1,43.5,2009,4616,Cambria County
42041013200,0,1,0,1,20,2388,11955,Cambria County
42041981001,0,0,0,0,0,0,0,Cambria County
42041981606,0,0,0,0,17.6,23,131,Cambria County
42043020100,0,1,0,1,27.3,1352,4945,Cambria County
42043020300,0,0,0,1,29.7,968,3260,Cambria County
42043020400,0,0,0,1,19.1,703,3674,Cambria County
42043020500,0,0,0,0,12.1,683,5663,Cambria County
42043020600,0,0,0,1,23.1,559,2420,Cambria County
42043020700,0,1,0,1,45.3,1706,3764,Cambria County
42043020800,0,1,0,1,25.7,1533,5965,Cambria County
42043020900,0,1,0,1,11.9,1342,11316,Cambria County
42043021100,0,1,0,1,31.2,1542,4942,Cambria County
42043021200,0,0,0,1,32.7,1519,4645,Cambria County
42043021300,0,0,0,1,40.7,3862,9479,Cambria County
42043021400,1,1,1,1,38.8,2942,7573,Cambria County
42043021500,0,0,0,1,27.6,2188,7914,Cambria County
42043021600,0,1,0,1,25.7,1928,7509,Cambria County
42043021700,0,1,0,1,15.8,2270,14368,Cambria County
42043021800,0,0,0,0,7.8,548,6984,Cambria County
42043021901,0,0,0,0,3,959,31476,Cambria County
42043021903,0,0,0,0,4.2,1020,24550,Cambria County
42043021904,0,0,0,0,7.4,1129,15179,Cambria County
42043022000,0,0,0,0,16.4,1534,9327,Cambria County
42043022100,0,0,0,0,8.8,1021,11574,Cambria County
42043022200,0,1,0,1,20.8,1319,6335,Cambria County
42043022300,0,1,0,1,20.5,1884,9204,Cambria County
42043022401,0,0,0,0,3.4,525,15627,Cambria County
42043022403,0,0,0,0,13.3,1734,13034,Cambria County
42043022501,0,0,0,0,3.4,422,12363,Cambria County
42043022502,0,0,0,0,3.5,504,14350,Cambria County
42043022601,0,0,0,0,5.6,1237,22051,Cambria County
42043022604,0,0,0,0,2.5,828,33763,Cambria County
42043022605,0,0,0,0,7.1,1480,20720,Cambria County
42043022606,0,0,0,0,11.4,921,8047,Cambria County
42043022701,0,0,0,0,3.8,1113,29513,Cambria County
42043022702,0,0,0,0,9.6,1301,13491,Cambria County
42043022800,0,0,0,0,2.8,1049,37964,Cambria County
42043022900,1,1,1,1,12.5,2104,16792,Cambria County
42043023000,0,0,0,0,8.9,436,4925,Cambria County
42043023100,0,0,0,0,5.7,406,7142,Cambria County
42043023300,1,1,1,1,25.2,2516,9974,Cambria County
42043023400,1,1,1,1,29.1,720,2470,Cambria County
42043023500,1,1,1,1,16.3,1037,6343,Cambria County
42043023601,0,0,0,0,13,620,4758,Cambria County
42043023602,0,0,0,0,16.9,1607,9533,Cambria County
42043023700,0,0,0,1,29.6,1143,3867,Cambria County
42043023800,0,0,0,0,16.4,1591,9702,Cambria County
42043023900,0,0,0,0,18,925,5142,Cambria County
42043024001,0,0,0,0,7.1,1627,22934,Cambria County
42043024002,0,0,0,0,6.9,480,6994,Cambria County
42043024101,0,0,0,0,15,635,4226,Cambria County
42043024102,0,0,0,0,5.4,1507,27695,Cambria County
42043024104,0,0,0,0,5.6,699,12505,Cambria County
42043024105,0,0,0,0,5.9,727,12251,Cambria County
42043024200,0,0,0,0,5.9,493,8337,Cambria County
42043024300,0,0,0,0,7.8,757,9691,Cambria County
42043024400,0,0,0,0,8.8,1140,12912,Cambria County
42043024502,0,0,0,0,9.4,1148,12207,Cambria County
42043024503,0,0,0,0,6.9,1233,17926,Cambria County
42043024600,0,0,0,0,2.9,1469,50862,Cambria County
42043024700,0,0,0,0,6.2,786,12643,Cambria County
42043024800,0,0,0,0,7.2,1780,24713,Cambria County
42043024900,1,1,1,1,18.1,934,5174,Cambria County
42043025000,0,1,0,1,23,1203,5229,Cambria County
42043025100,0,0,0,0,8.1,1151,14220,Cambria County
42043025200,0,0,0,0,9.6,928,9680,Cambria County
42043025300,0,0,0,0,9.3,882,9463,Cambria County
42043025400,0,0,0,0,10,892,8941,Cambria County
42045400301,0,0,0,1,21.6,3606,16724,Cambria County
42045400302,0,0,0,1,22.1,1728,7811,Cambria County
42045400401,0,0,0,1,22.7,2391,10533,Cambria County
42045400402,0,0,0,1,27.2,2416,8880,Cambria County
42045400500,0,1,0,1,25.9,1750,6769,Cambria County
42045400600,0,1,0,1,3.5,1306,37529,Cambria County
42045400700,0,0,0,0,12.5,2860,22816,Cambria County
42045400801,0,0,0,1,13.6,1234,9041,Cambria County
42045400802,0,0,0,0,13.2,855,6491,Cambria County
42045400900,0,0,0,0,2.5,96,3845,Cambria County
42045401000,0,0,0,0,3.3,174,5220,Cambria County
42045401101,0,0,0,0,6.3,630,10080,Cambria County
42045401103,0,0,0,0,3.2,372,11627,Cambria County
42045401104,0,0,0,0,5.4,737,13643,Cambria County
42045401200,0,0,0,0,10.1,915,9038,Cambria County
42045401301,0,1,0,1,11.8,537,4562,Cambria County
42045401302,0,0,0,0,9.6,755,7902,Cambria County
42045401401,0,0,0,0,13.5,496,3684,Cambria County
42045401402,0,1,0,1,10.8,1021,9475,Cambria County
42045401501,0,0,0,0,3.2,707,22201,Cambria County
42045401502,0,0,0,1,10.2,1000,9786,Cambria County
42045401600,0,0,0,0,11.4,426,3743,Cambria County
42045401700,0,0,0,1,8.4,847,10066,Cambria County
42045401800,0,0,0,1,11.6,1029,8904,Cambria County
42045401900,0,0,0,0,7.3,1111,15167,Cambria County
42045402000,0,0,0,0,6.5,347,5335,Cambria County
42045402100,0,1,0,1,11.3,2007,17699,Cambria County
42045402200,0,1,0,1,14.9,629,4235,Cambria County
42045402300,0,1,0,1,6.5,1106,16991,Cambria County
42045402400,0,1,0,1,40,2342,5862,Cambria County
42045402500,0,1,0,1,30.8,1800,5841,Cambria County
42045402600,0,1,0,1,13.9,1464,10536,Cambria County
42045402700,0,1,0,1,15.1,1095,7264,Cambria County
42045402800,0,1,0,1,11.1,1759,15814,Cambria County
42045402900,0,1,0,1,24.9,1717,6908,Cambria County
42045403001,0,0,0,0,10.8,756,6991,Cambria County
42045403002,0,0,0,1,18,793,4401,Cambria County
42045403101,0,1,0,1,15.2,1189,7832,Cambria County
42045403103,0,1,0,1,11.3,837,7437,Cambria County
42045403104,0,0,0,1,30.2,982,3250,Cambria County
42045403200,0,0,0,0,5.7,884,15489,Cambria County
42045403300,0,0,0,1,16.6,2117,12740,Cambria County
42045403401,0,0,0,0,6.8,948,14024,Cambria County
42045403402,0,1,0,1,9.2,1498,16217,Cambria County
42045403501,0,0,0,0,9.9,825,8351,Cambria County
42045403502,0,0,0,0,10.5,821,7834,Cambria County
42045403601,0,0,0,0,6.3,1023,16194,Cambria County
42045403602,0,0,0,0,5.9,194,3300,Cambria County
42045403701,0,0,0,0,7.7,300,3921,Cambria County
42045403702,1,1,1,1,20.9,1151,5508,Cambria County
42045403800,0,0,0,0,10.7,1249,11713,Cambria County
42045403901,0,1,0,1,6.7,753,11162,Cambria County
42045403902,0,0,0,0,4.2,355,8420,Cambria County
42045404003,0,0,0,0,4.2,277,6619,Cambria County
42045404004,0,0,0,0,7.2,972,13507,Cambria County
42045404101,0,0,0,0,7.3,1142,15607,Cambria County
42045404102,0,1,0,1,11.9,1237,10424,Cambria County
42045404103,0,0,0,0,5.6,828,14696,Cambria County
42045404300,0,0,0,1,23.4,1438,6156,Cambria County
42045404400,0,0,0,1,21.7,550,2536,Cambria County
42045404500,0,1,0,1,32.6,3162,9688,Cambria County
42045404600,0,1,0,1,16.8,728,4327,Cambria County
42045404700,0,1,0,1,35.7,1473,4129,Cambria County
42045404800,0,1,0,1,27.6,1498,5431,Cambria County
42045404900,0,1,0,1,49.2,1165,2369,Cambria County
42045405000,0,1,0,1,31.8,1103,3464,Cambria County
42045405100,0,1,0,1,25.1,1159,4615,Cambria County
42045405200,0,1,0,1,39.6,1873,4732,Cambria County
42045405300,0,1,0,1,39.9,1805,4523,Cambria County
42045405400,0,0,0,1,26.9,1206,4485,Cambria County
42045406100,0,0,0,0,12,610,5066,Cambria County
42045406201,0,0,0,0,3.6,492,13528,Cambria County
42045406202,0,0,0,0,5.9,814,13748,Cambria County
42045406300,0,1,0,1,24.4,1409,5769,Cambria County
42045406401,1,1,1,1,29.2,1465,5015,Cambria County
42045406402,0,1,0,1,40.6,774,1907,Cambria County
42045406500,0,1,0,1,26.9,889,3309,Cambria County
42045406600,1,1,1,1,21,1400,6674,Cambria County
42045406700,1,1,1,1,12.3,1363,11112,Cambria County
42045406801,0,0,0,0,12.5,1006,8046,Cambria County
42045406802,0,0,0,0,8.7,914,10488,Cambria County
42045406803,0,0,0,0,4.9,1277,26196,Cambria County
42045406902,0,0,0,0,2,832,41383,Cambria County
42045406903,0,0,0,0,3.1,777,24967,Cambria County
42045406904,0,0,0,0,8.5,841,9849,Cambria County
42045407000,0,0,0,0,4.6,313,6862,Cambria County
42045407101,0,0,0,0,2.7,645,23559,Cambria County
42045407102,0,0,0,0,6.1,334,5487,Cambria County
42045407201,0,0,0,0,2.6,480,18786,Cambria County
42045407202,0,0,0,0,2.4,271,11261,Cambria County
42045407401,0,0,0,0,2,221,10970,Cambria County
42045407404,0,0,0,0,3.8,230,6095,Cambria County
42045407501,0,0,0,0,5.4,418,7730,Cambria County
42045407502,0,0,0,0,8.5,412,4875,Cambria County
42045407600,0,0,0,0,4.5,553,12374,Cambria County
42045407700,0,0,0,0,7.2,474,6594,Cambria County
42045407801,0,0,0,0,2.2,322,14954,Cambria County
42045407802,0,0,0,0,0.6,164,27625,Cambria County
42045407803,0,0,0,0,1.7,298,17133,Cambria County
42045407804,0,0,0,0,2.5,346,13969,Cambria County
42045407805,0,0,0,0,1.7,66,3839,Cambria County
42045407806,0,0,0,0,1.3,132,9870,Cambria County
42045407901,0,0,0,0,1.8,190,10694,Cambria County
42045407902,0,0,0,0,2.2,295,13647,Cambria County
42045407903,0,0,0,0,2.4,392,16181,Cambria County
42045408001,0,0,0,0,2.5,649,25711,Cambria County
42045408002,0,0,0,0,5.9,544,9184,Cambria County
42045408101,0,0,0,0,1.2,470,38138,Cambria County
42045408102,0,0,0,0,3.7,334,8933,Cambria County
42045408103,0,0,0,0,6.1,593,9647,Cambria County
42045408300,0,0,0,0,2.4,314,13305,Cambria County
42045408400,0,0,0,0,3.8,227,5930,Cambria County
42045408500,0,0,0,0,3.1,295,9662,Cambria County
42045408600,0,0,0,0,1.1,240,21101,Cambria County
42045408700,0,0,0,0,3,348,11717,Cambria County
42045408800,0,0,0,0,6.9,845,12204,Cambria County
42045408900,0,0,0,0,1.1,105,9686,Cambria County
42045409000,0,0,0,0,1.1,197,18169,Cambria County
42045409100,0,0,0,0,1.8,280,15986,Cambria County
42045409200,0,0,0,0,4.4,543,12387,Cambria County
42045409300,0,0,0,0,5.2,370,7165,Cambria County
42045409400,0,0,0,0,1.4,192,13304,Cambria County
42045409500,0,0,0,0,1.3,569,42255,Cambria County
42045409601,0,0,0,0,5.4,397,7370,Cambria County
42045409602,0,1,0,1,27.5,1189,4321,Cambria County
42045409701,0,0,0,0,6.2,499,8030,Cambria County
42045409702,0,0,0,0,11.1,79,714,Cambria County
42045409802,0,0,0,0,12.3,624,5065,Cambria County
42045409803,0,0,0,0,6.1,1308,21315,Cambria County
42045409902,0,0,0,0,8.1,882,10938,Cambria County
42045409903,0,0,0,0,3.7,465,12584,Cambria County
42045409904,0,0,0,0,5.1,290,5673,Cambria County
42045410000,0,0,0,0,3.7,302,8262,Cambria County
42045410100,0,0,0,0,3.8,826,21868,Cambria County
42045410200,0,0,0,0,2.1,258,12242,Cambria County
42045410301,0,0,0,0,1,789,76708,Cambria County
42045410302,0,0,0,0,4.4,920,20681,Cambria County
42045410400,0,0,0,0,2.7,789,28762,Cambria County
42045410500,0,0,0,1,24.9,3221,12940,Cambria County
42045410601,0,0,0,0,7.1,514,7272,Cambria County
42045410602,0,0,0,0,3,782,25696,Cambria County
42045410700,1,1,1,1,45,2653,5896,Cambria County
42045410800,0,0,0,0,4.7,712,15009,Cambria County
42047950100,0,0,0,0,7.4,363,4880,Cambria County
42047950200,0,0,0,0,8.2,661,8015,Cambria County
42047950400,0,1,0,1,18.6,1423,7666,Cambria County
42047950500,0,0,0,1,13.8,1003,7269,Cambria County
42047950900,0,0,0,1,12.4,517,4159,Cambria County
42047951000,0,0,0,0,6.9,1356,19512,Cambria County
42047951100,0,0,0,0,7.1,1467,20671,Cambria County
42047951200,0,0,0,0,4.9,493,10041,Cambria County
42047951300,0,0,0,0,9.4,1588,16910,Cambria County
42049000100,1,1,1,1,64.6,1307,2024,Cambria County
42049000200,0,0,0,0,12.4,808,6505,Cambria County
42049000300,1,1,1,1,22.4,1399,6241,Cambria County
42049000400,1,1,1,1,17.5,1335,7628,Cambria County
42049000500,1,1,1,1,38.4,2576,6713,Cambria County
42049000600,1,1,1,1,35.3,2447,6937,Cambria County
42049000700,1,1,1,1,45.4,2111,4646,Cambria County
42049000800,1,1,1,1,52.9,1597,3018,Cambria County
42049000900,1,1,1,1,36.6,2345,6406,Cambria County
42049001000,1,1,1,1,26.9,1794,6662,Cambria County
42049001100,0,1,0,1,26.6,1196,4504,Cambria County
42049001200,1,1,1,1,47.3,1534,3244,Cambria County
42049001300,1,1,1,1,52.3,1596,3051,Cambria County
42049001400,1,1,1,1,27.6,780,2824,Cambria County
42049001500,0,1,0,1,49.8,2511,5038,Cambria County
42049001600,1,1,1,1,21.5,2006,9314,Cambria County
42049001700,0,1,0,1,26.6,1859,6977,Cambria County
42049001800,1,1,1,1,47.4,1777,3747,Cambria County
42049001900,1,1,1,1,26.7,1194,4475,Cambria County
42049002000,0,1,0,1,26.6,1598,6015,Cambria County
42049002100,0,0,0,0,11.5,1112,9645,Cambria County
42049002200,0,0,0,0,11.8,1217,10322,Cambria County
42049002300,0,1,0,1,16.8,1339,7984,Cambria County
42049002400,0,1,0,1,16.2,1295,8012,Cambria County
42049002500,1,1,1,1,27.4,1419,5181,Cambria County
42049002600,1,1,1,1,23.3,1639,7026,Cambria County
42049002700,1,1,1,1,14.6,2643,18144,Cambria County
42049002800,1,1,1,1,22.2,1790,8047,Cambria County
42049002900,0,0,0,0,7.3,486,6701,Cambria County
42049003000,1,1,1,1,16.1,1784,11059,Cambria County
42049010101,0,0,0,1,13.7,1442,10554,Cambria County
42049010103,0,0,0,0,9.6,521,5432,Cambria County
42049010104,0,0,0,0,11.4,622,5480,Cambria County
42049010107,0,0,0,1,18.2,782,4302,Cambria County
42049010201,0,0,0,0,11,2183,19780,Cambria County
42049010202,1,1,1,1,21.2,1952,9220,Cambria County
42049010301,0,0,0,0,9.1,1383,15125,Cambria County
42049010303,0,0,0,0,7,1052,15043,Cambria County
42049010304,0,0,0,0,3.7,499,13356,Cambria County
42049010400,0,0,0,0,7.4,1107,14984,Cambria County
42049010500,0,0,0,0,11.9,873,7349,Cambria County
42049010700,0,1,0,1,11.2,1240,11116,Cambria County
42049010800,0,0,0,0,6.1,1290,21143,Cambria County
42049010902,0,0,0,0,7.7,982,12749,Cambria County
42049010903,0,0,0,0,4.6,854,18598,Cambria County
42049010904,0,0,0,0,1.5,155,10069,Cambria County
42049011001,0,0,0,0,13,1502,11520,Cambria County
42049011002,1,1,1,1,14.3,1747,12186,Cambria County
42049011101,0,0,0,0,3.4,1142,33142,Cambria County
42049011102,0,0,0,0,5.2,634,12220,Cambria County
42049011201,0,0,0,0,9.9,1020,10317,Cambria County
42049011202,0,0,0,0,3.2,918,28437,Cambria County
42049011300,0,1,0,1,25.4,1406,5537,Cambria County
42049011400,0,0,0,0,12.3,1100,8910,Cambria County
42049011503,0,0,0,0,7.2,807,11173,Cambria County
42049011505,0,0,0,0,4.6,606,13120,Cambria County
42049011507,0,0,0,0,9.6,853,8882,Cambria County
42049011600,0,1,0,1,15.4,1288,8354,Cambria County
42049011701,0,0,0,0,9.4,672,7154,Cambria County
42049011702,0,0,0,0,6.3,1342,21221,Cambria County
42049011801,0,0,0,0,6.6,596,8992,Cambria County
42049011802,0,0,0,0,7.3,876,11962,Cambria County
42049011900,1,1,1,1,22.5,2820,12543,Cambria County
42049012001,0,0,0,0,10.7,763,7142,Cambria County
42049012002,0,1,0,1,21.1,1060,5023,Cambria County
42049012100,0,0,0,0,13.1,2010,15343,Cambria County
42049012201,0,0,0,0,10.5,1301,12412,Cambria County
42049012202,1,1,1,1,21.5,1691,7870,Cambria County
42049012300,0,0,0,0,13.8,2066,15001,Cambria County
42049012400,0,0,0,0,10.6,448,4210,Cambria County
42049980109,0,0,0,0,0,0,0,Cambria County
42051260100,1,1,1,1,15.8,1662,10489,Fayette County
42051260200,0,0,0,0,13.7,1152,8418,Fayette County
42051260300,0,0,0,1,11.1,1600,14411,Fayette County
42051260401,0,0,0,0,13.2,661,5024,Fayette County
42051260402,0,0,0,0,10.1,1220,12027,Fayette County
42051260500,0,0,0,1,25.2,2382,9467,Fayette County
42051260600,0,0,0,1,16.5,1857,11238,Fayette County
42051260700,0,1,0,1,12.6,1596,12664,Fayette County
42051260800,0,1,0,1,26.4,2061,7806,Fayette County
42051260900,0,0,0,0,9.4,1373,14613,Fayette County
42051261000,0,0,0,0,9.5,583,6116,Fayette County
42051261100,0,0,0,0,7.5,590,7875,Fayette County
42051261200,1,1,1,1,35.2,1133,3219,Fayette County
42051261300,0,0,0,0,19.9,1615,8109,Fayette County
42051261401,1,1,1,1,22.2,984,4435,Fayette County
42051261402,0,0,0,1,34.5,1504,4357,Fayette County
42051261500,0,0,0,1,11.4,1097,9653,Fayette County
42051261600,0,0,0,1,20.3,1196,5881,Fayette County
42051261700,0,1,0,1,16.9,1455,8608,Fayette County
42051261800,0,1,0,1,14.9,1327,8902,Fayette County
42051261900,1,1,1,1,26.9,1542,5725,Fayette County
42051262000,0,0,0,0,5.1,538,10453,Fayette County
42051262100,0,1,0,1,14.1,828,5878,Fayette County
42051262200,0,1,0,1,21.8,1238,5690,Fayette County
42051262300,0,1,0,1,36,2095,5818,Fayette County
42051262400,0,0,0,0,15.2,1181,7760,Fayette County
42051262500,1,1,1,1,19.3,1268,6580,Fayette County
42051262600,0,0,0,0,18.6,932,5018,Fayette County
42051262701,0,0,0,0,19.3,1260,6541,Fayette County
42051262702,0,0,0,0,14.6,862,5902,Fayette County
42051262800,0,0,0,1,11.1,2354,21275,Fayette County
42051262900,0,0,0,1,27.5,2515,9157,Fayette County
42051263000,1,1,1,1,27.2,1637,6015,Fayette County
42051263100,0,0,0,1,15.6,2427,15602,Fayette County
42051263200,0,0,0,1,18.1,861,4759,Fayette County
42051263300,1,1,1,1,14.4,655,4539,Fayette County
42053530100,0,0,0,1,15.5,405,2615,Fayette County
42053530201,1,1,0,1,14.7,379,2586,Fayette County
42053530300,1,1,0,1,13.2,401,3046,Fayette County
42055010100,0,0,0,0,17.7,1588,8961,Fayette County
42055010200,0,0,0,0,7.2,1024,14275,Fayette County
42055010300,0,0,0,0,9.5,3244,34289,Fayette County
42055010400,0,0,0,0,12.6,1902,15038,Fayette County
42055010500,0,0,0,0,9.1,2489,27433,Fayette County
42055010600,0,0,0,0,6.6,1136,17226,Fayette County
42055010700,0,0,0,0,10.2,1535,15020,Fayette County
